MariaDB [(none)]> CREATE DATABASE szkola
    -> ;
Query OK, 1 row affected (0.01 sec)

MariaDB [(none)]> USE szkola
Database changed

MariaDB [szkola]> SOURCE uczniowie.txt
Query OK, 0 rows affected (0.16 sec)

Query OK, 652 rows affected (0.11 sec)
Records: 652  Duplicates: 0  Warnings: 0

MariaDB [szkola]> SHOW TABLES
    -> ;
+------------------+
| Tables_in_szkola |
+------------------+
| uczniowie        |
+------------------+
1 row in set (0.00 sec)

MariaDB [szkola]> SELECT * FROM uczniowie
    -> ;
+-------+------------+-----------------+------------+--------+-------------+-----------+-----------+--------+--------+----------+------------+
| nr    | imie       | nazwisko        | matematyka | fizyka | informatyka | angielski | geografia | chemia | polski | historia | wychowawca |
| Krzysztof  | Malec           |  4.200000047683716 |
| Miroslawa  | Siemieszko      |  5.800000190734863 |
| Iwona      | Szefer          | 3.0999999046325684 |
| Barbara    | Bialy           |  2.899999976158142 |
| Alina      | Kot             |                  5 |
| Stefan     | Majsak          |  2.799999952316284 |
| Janusz     | Krupa           |  4.400000095367432 |
| Jan        | Lumielski       |  5.199999809265137 |
| Anna       | Szostak         |  6.599999904632568 |
| Slawa      | Marek           |  2.200000047683716 |
| Marcelina  | Marek           |  6.099999904632568 |
| Anna       | Kolodziejczyk   |  2.600000023841858 |
| Anna       | Szczesna        |  5.199999809265137 |
| Maciej     | Sliwa           |  2.600000023841858 |
| Dorota     | Kot             |  4.799999952316284 |
| Jaroslaw   | Marek           |  6.400000095367432 |
| Michal     | Zagrodzki       |  4.900000095367432 |
| Marcin     | Zieba           |  6.599999904632568 |
| Michalina  | Mateszew        |  5.599999904632568 |
| Anna       | Bros            |  6.900000095367432 |
| Cecylia    | Szczesna        |                6.5 |
| Krzysztof  | Kot             |  4.799999952316284 |
| Barbara    | Policht         |  2.600000023841858 |
| Miroslawa  | Kulaj           |                  6 |
| Jan        | Bialy           | 3.5999999046325684 |
| Iwona      | Taczuk          |  2.700000047683716 |
| Jan        | Czarnek         |  6.599999904632568 |
| Boleslaw   | Marek           |  5.699999809265137 |
| Feliks     | lapka           |  2.299999952316284 |
| Zygmunt    | Szczesny        | 3.0999999046325684 |
| Zygmunt    | Chrusciel       | 3.9000000953674316 |
| Stefan     | Kot             |  6.400000095367432 |
| Boleslaw   | Kozlowski       |  2.200000047683716 |
| Feliks     | Osika           |                  6 |
| Iwona      | Bohosiewicz     |  5.300000190734863 |
| Marcin     | Szczesny        |  5.900000095367432 |
| Jan        | Zagrodzki       |  5.300000190734863 |
| Piotr      | Ospala          |  6.400000095367432 |
| Renata     | Siwy            |  5.699999809265137 |
| Maciej     | Izdebska        |  2.700000047683716 |
| Katarzyna  | Sliwka          |  2.299999952316284 |
| Maciej     | Nowak           |                6.5 |
| Wawrzyniec | Czarnek         | 3.9000000953674316 |
| Agata      | Kozlowski       |  4.799999952316284 |
| Marek      | Szczesny        |                3.5 |
| Ewa        | Kluta           |  6.199999809265137 |
| Iwona      | Ploszaj         | 3.0999999046325684 |
| Marcelina  | Kamisinski      |  5.800000190734863 |
| Iwona      | Marek           |  5.800000190734863 |
| Monika     | Gasior          |                3.5 |
| Monika     | Nowak           |  3.799999952316284 |
| Iwona      | Zimirski        | 3.4000000953674316 |
| Miroslawa  | Szostek         |  2.700000047683716 |
| Barbara    | zelazny         |  4.799999952316284 |
| Janusz     | Siwy            |  2.399999976158142 |
| Boleslaw   | Balwierz        |  2.799999952316284 |
| Piotr      | Siemieszko      |                  5 |
| Roman      | Mika            |  6.400000095367432 |
| Pawel      | Wnek            |  6.199999809265137 |
| Michal     | Sliwa           |  3.299999952316284 |
| Roman      | Marek           |  4.700000047683716 |
| Marcin     | Nowak           |  4.599999904632568 |
| Krzysztof  | Kot             |  6.900000095367432 |
| Piotr      | Marek           |  2.700000047683716 |
| Jan        | Siwy            |  6.900000095367432 |
| Bartlomiej | Zawada          | 3.4000000953674316 |
| Malgorzata | Kania           | 3.4000000953674316 |
| Robert     | Marek           |  5.400000095367432 |
| Marek      | Stec            | 3.9000000953674316 |
| Maria      | Oles            |  5.199999809265137 |
| Karol      | Rogoz           | 3.9000000953674316 |
| Patryk     | Chudzik         |                2.5 |
| Waldemar   | Kot             |  6.199999809265137 |
| Agnieszka  | Zawada          |  3.299999952316284 |
| Agnieszka  | Nowak           |  4.900000095367432 |
| Alina      | Augustynska     |                  4 |
| Stefan     | Zawada          |  6.099999904632568 |
| Feliks     | Zawada          |  5.300000190734863 |
| Zygmunt    | Siemieszko      |                  4 |
| Monika     | Zagrodzki       |                2.5 |
| Krzysztof  | Marek           |  6.300000190734863 |
| Janusz     | Nowak           |  2.200000047683716 |
| Boleslaw   | Zawada          |                  3 |
| Feliks     | lapka           |  4.400000095367432 |
| Iwona      | Iwo             |  5.099999904632568 |
| Feliks     | Szmigielska     | 3.4000000953674316 |
| Jan        | Zawada          |  3.700000047683716 |
| Feliks     | Chrusciel       |  4.200000047683716 |
| Boleslaw   | Nowak           | 3.4000000953674316 |
| Zygmunt    | zelazny         |  2.299999952316284 |
| Jan        | Molenda         |                3.5 |
| Michal     | Mazur           |  5.900000095367432 |
| Wiktor     | Kot             |  6.400000095367432 |
| Szczepan   | Sobota          |  5.199999809265137 |
| Grzegorz   | Wasielak        |                4.5 |
| Piotr      | Czarnek         |                5.5 |
| Krzysztof  | Klos            |  5.599999904632568 |
| Jacek      | Boduch          |                3.5 |
| Anna       | Siemieszko      |  4.299999952316284 |
| Filip      | Siemieszko      |  2.700000047683716 |
| Piotr      | Pyla            |  3.299999952316284 |
| Anna       | Dudzinski       |                  3 |
| Dominika   | Molenda         |  4.700000047683716 |
| Jakub      | Molenda         |  2.700000047683716 |
| Aleksandra | Gruca           |  4.200000047683716 |
| Katarzyna  | Bednarczyk      |  4.799999952316284 |
| Marcelina  | Molenda         |  6.599999904632568 |
| Konstanty  | Nowak           |                  3 |
| Miroslawa  | zelazny         |  2.100000023841858 |
| Wiktor     | Pasieka         |  3.700000047683716 |
| Wiktor     | zelazny         |                  6 |
| Alina      | Szatylowicz     |  3.200000047683716 |
| Jan        | Dudek           |  5.199999809265137 |
| Cecylia    | Nowak           |  5.300000190734863 |
| Barbara    | Bialy           |  4.400000095367432 |
| Alina      | Winogrodzki     |  2.299999952316284 |
| Monika     | Zawada          | 3.9000000953674316 |
| Zygmunt    | Szczesny        |  6.900000095367432 |
| Iwona      | lapka           |                5.5 |
| Iwona      | zelazny         | 3.0999999046325684 |
| Miroslawa  | lapka           | 3.4000000953674316 |
| Boleslaw   | Marek           | 3.5999999046325684 |
| Krzysztof  | Szczesny        |  3.200000047683716 |
| Wiktor     | Famielec        |  3.700000047683716 |
| Sebastian  | Pawlik          |  3.299999952316284 |
| Rafal      | Chrusciel       |  5.800000190734863 |
| Katarzyna  | Slabiak         |  2.600000023841858 |
| Maciej     | Orlowska        |                  2 |
| Jakub      | Bialy           |  4.700000047683716 |
| Pawel      | Kot             |  4.200000047683716 |
| Katarzyna  | Zimny           |  4.900000095367432 |
| Jakub      | Eminowicz       |  4.200000047683716 |
| Szymon     | Nowak           |                  5 |
| Pawel      | Trzebiatowski   |  2.600000023841858 |
| Wojciech   | Gwizdz          |  3.799999952316284 |
| Agata      | Bobrowski       |                4.5 |
| Barbara    | Szczesna        |  4.599999904632568 |
| Jan        | Musiewicz       |  2.399999976158142 |
| Jan        | Czarnek         | 3.9000000953674316 |
| Stefan     | Piekarz         |  4.200000047683716 |
| Stefan     | Bialy           |  3.299999952316284 |
| Boleslaw   | Rojek           |  3.299999952316284 |
| Miroslawa  | Nowak           |                  4 |
| Janusz     | Kolek           |  4.099999904632568 |
| Jan        | Gawron          |                6.5 |
| Iwona      | Zawada          |  4.200000047683716 |
| Krzysztof  | Wojtas          |  4.799999952316284 |
| Wiktor     | Taczuk          |  4.299999952316284 |
| Michal     | Szczesny        |  2.600000023841858 |
| Joanna     | Stypula         |  4.700000047683716 |
| Karolina   | lapka           |  2.100000023841858 |
| Barbara    | lapka           |  4.700000047683716 |
| Marek      | Molenda         | 3.0999999046325684 |
| Marcin     | Ogrodniczak     |  2.799999952316284 |
| Izabela    | Lechowska       |  4.200000047683716 |
| Joanna     | Bialy           |                  5 |
| Katarzyna  | Zajonc          |                  5 |
| Agata      | Jasinski        |  5.199999809265137 |
| Magdalena  | Chrusciel       |  4.599999904632568 |
| Magdalena  | Leszczynski     |                3.5 |
| Iwona      | Toton           |  5.199999809265137 |
| Monika     | Ospala          |  5.800000190734863 |
| Zygmunt    | Bialy           | 3.5999999046325684 |
| Stefan     | Pajak           |                5.5 |
| Iwona      | Szybowski       |                  2 |
| Stefan     | Borowicz        |  2.100000023841858 |
| Monika     | Muszynska       | 3.5999999046325684 |
| Miroslawa  | Wiensak         |  2.799999952316284 |
| Miroslawa  | zelazny         |  2.100000023841858 |
| Boleslaw   | Siemieszko      |  4.400000095367432 |
| Iwona      | Cieslik         |  4.400000095367432 |
| Iwona      | Broniek         | 3.9000000953674316 |
| lukasz     | Molenda         |  4.099999904632568 |
| Jan        | Jasinski        | 3.5999999046325684 |
| Dominik    | zelazny         |  2.399999976158142 |
| Wojciech   | Kobus           |                6.5 |
| Pawel      | Nowak           |  4.200000047683716 |
| Rafal      | Wrobel          |  2.399999976158142 |
| Teresa     | Basista         |  4.099999904632568 |
| Agnieszka  | Butscher        |  3.799999952316284 |
| Karol      | Nowak           |  5.900000095367432 |
| Helena     | Siemieszko      |  3.700000047683716 |
| Paulina    | Kucharski       |  4.799999952316284 |
| Kamila     | Chrusciel       |  5.099999904632568 |
| Aleksandra | Kot             |  6.800000190734863 |
| Miroslawa  | Siuta           |  6.400000095367432 |
| Alina      | Cwik            |                2.5 |
| Barbara    | Chrusciel       |  5.599999904632568 |
| Monika     | Marek           |  5.900000095367432 |
| Janusz     | Witkowska       | 3.5999999046325684 |
| Krzysztof  | Marek           |  6.800000190734863 |
| Feliks     | Banas           |  5.400000095367432 |
| Cecylia    | Kot             |  6.099999904632568 |
| Monika     | Trzopek         |  4.400000095367432 |
| Maciej     | Siwy            |  5.400000095367432 |
| Maciej     | Zawada          |  6.400000095367432 |
| Maciej     | Zagrodzki       |                5.5 |
| Urszula    | Bialic          |  6.900000095367432 |
| lukasz     | Siemieszko      |  6.199999809265137 |
| Dorota     | Siemieszko      |  2.700000047683716 |
| Izabela    | Zagrodzki       |  2.200000047683716 |
| Anna       | zelazny         |  6.800000190734863 |
| Radoslaw   | Zietara         |                5.5 |
| Barbara    | Molenda         |  4.099999904632568 |
| Maciej     | Seruga          |  4.200000047683716 |
| Anna       | Brodowicz       | 3.0999999046325684 |
| Maciej     | Olek            |                6.5 |
| Magdalena  | Depinska        |  6.800000190734863 |
| Karolina   | Nucinska        |                  6 |
| Tina       | Marek           |  3.299999952316284 |
| Jan        | Jakobik         |  2.100000023841858 |
| Cecylia    | lapka           |  2.700000047683716 |
| Zygmunt    | Torba           |  2.899999976158142 |
| Cecylia    | Rudnicki        |  2.899999976158142 |
| Wiktor     | Ludwin          | 3.5999999046325684 |
| Cecylia    | Daria           |  4.099999904632568 |
| Boleslaw   | Bialy           | 3.9000000953674316 |
| Stefan     | Krzysztofinski  |                  2 |
| Wiktor     | lapka           |  5.400000095367432 |
| Janusz     | zelazny         |  2.600000023841858 |
| Alina      | Ospala          |  3.299999952316284 |
| Monika     | Szczesna        |  2.299999952316284 |
| Boleslaw   | Misiuda         |  5.300000190734863 |
| Iwona      | Gurba           |  6.900000095367432 |
| Tomasz     | Kot             |  3.700000047683716 |
| Piotr      | Kosek           |  4.099999904632568 |
| Leszek     | Szczesny        |  5.099999904632568 |
| Dagmara    | Ospala          |  5.099999904632568 |
| Magdalena  | Sobolewska      |  2.200000047683716 |
| Magdalena  | Sroka           |                6.5 |
| Agnieszka  | Nowak           |  5.800000190734863 |
| Tomasz     | Marek           |  3.799999952316284 |
| Agnieszka  | Michaliszyn     |                  5 |
| Gabriela   | Drahus          |  5.300000190734863 |
| Teresa     | Dolny           |  5.199999809265137 |
| Dariusz    | Zagrodzki       |  4.700000047683716 |
| Paulina    | Malecka         |                4.5 |
| Joanna     | Hajto           |  5.400000095367432 |
| Janusz     | Zawada          |  2.899999976158142 |
| Monika     | Grzesiak        |  3.700000047683716 |
| Cecylia    | Janus           |  4.799999952316284 |
| Cecylia    | Chrusciel       |  4.799999952316284 |
| Boleslaw   | Dospial         |  6.699999809265137 |
| Janusz     | Zagrodzki       | 3.4000000953674316 |
| Krzysztof  | Kraj            | 3.0999999046325684 |
| Monika     | Turczyk         |  3.799999952316284 |
| Jan        | Siwy            |  4.799999952316284 |
| Monika     | Miskowiec       |  4.099999904632568 |
| Boleslaw   | Chrusciel       |  2.200000047683716 |
| Cecylia    | Marek           |  5.300000190734863 |
| Wiktor     | Madrzyk         |  2.600000023841858 |
| Feliks     | Zawada          |  4.700000047683716 |
| lukasz     | Kania           |  4.599999904632568 |
| Aleksandra | Tokarz          |                3.5 |
| Stefania   | Michta          |  4.700000047683716 |
| Marta      | Palka           |  6.300000190734863 |
| Jakub      | Kwater          |                6.5 |
